ID,Year,Country,iPodD,iPodER,iPadD,iPadER,iPhoneD,iPhoneER,BigMacD,BigMacER,CPIave,CPIave2010,CPIER,VATGST,TARIFFipod,TARIFFipad,TARIFFiphone,SHIP
13,2015,Hungary,64990,278.75,164990,278.75,209990,278.75,860,271.39345,111.3844,231.8020748,279.33,0.27,0.12,0,0,639.1270125
13,2016,Hungary,64990,275.31,149990,275.31,208990,275.31,900,292.67905,111.8241,232.7171345,281.5,0.27,0.09,0,0,701.1091234
13,2017,Hungary,64990,256.9,132990,259.09,255990,259.09,900,294.6172,114.45,238.181895,274.25,0.27,0.09,0,0,890.1037567
13,2018,Hungary,#N/A,#N/A,116990,278.52,264990,278.52,864,252.14215,117.7121,244.9706513,270.42,0.27,0.06,0,0,835.234347
13,2019,Hungary,#N/A,#N/A,116990,302.06,299990,302.06,850,280.26875,121.642,253.1491662,290.71,0.27,0.03,0,0,772.236136
13,2020,Hungary,#N/A,#N/A,134990,305.84,289990,305.84,900,298.7502,125.6888,261.5709617,307.83,0.27,0,0,0,867.2415027
14,2007,Iceland,18542.78341,61.39994506,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75.1693,91.82681688,64.05,0.245,0.075000003,0,0,#N/A
14,2008,Iceland,31006.04194,125.6017254,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,84.7116,103.4836906,88.15,0.245,0.075000003,0,0,#N/A
14,2009,Iceland,38795.98417,128.2511873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94.8796,115.9049194,123.75,0.245,0.075000003,0,0,#N/A
14,2010,Iceland,39165.9222,125.98,#N/A,116.61,#N/A,#N/A,#N/A,#N/A,100,122.16,122.16,0.255,0.075000003,0,0,2644
14,2011,Iceland,33990,118.99,84990,116.83,#N/A,116.83,#N/A,#N/A,104.001,127.0476216,116.04,0.255,0.075000003,0,0,1944.5
14,2012,Iceland,34990,119.54,89990,122.84,134990,122.84,#N/A,#N/A,109.3944,133.636199,125.15,0.255,0.056250002,0,0,2384.5
14,2013,Iceland,29990,120.38,89990,121.06,119990,121.06,#N/A,#N/A,113.6305,138.8110188,122.1,0.255,0,0,0,2187
14,2014,Iceland,29990,120.89,79990,119.09,109900,119.09,#N/A,#N/A,115.9538,141.6491621,116.77,0.255,0,0,0,2440.5
14,2015,Iceland,32990,127.98,99990,127.98,109900,127.98,#N/A,#N/A,117.8474,143.9623838,131.81,0.24,0,0,0,1905.5
14,2016,Iceland,32990,114.83,69990,114.83,119990,114.83,#N/A,#N/A,119.8472,146.4053395,120.81,0.24,0,0,0,1392
14,2017,Iceland,32990,103.11,52990,106.44,124990,106.44,#N/A,#N/A,121.957,148.9826712,106.72,0.24,0,0,0,1666.5
14,2018,Iceland,#N/A,#N/A,52990,110.64,99990,110.64,#N/A,#N/A,125.229,152.9797464,108.31,0.24,0,0,0,1814
14,2019,Iceland,#N/A,#N/A,59990,124.93,124990,124.93,#N/A,#N/A,129.0033,157.5904313,122.61,0.24,0,0,0,1697
14,2020,Iceland,#N/A,#N/A,69990,137.85,139990,137.85,#N/A,#N/A,132.6772,162.0784675,135.36,0.24,0,0,0,1814.5
15,2007,India,7223.222721,39.37004808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.325,33.99075495,41.3187,0.125,0.100000001,0,0,#N/A
15,2008,India,7614.000736,48.61448561,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.5306,36.82873718,43.3862,0.125,0.100000001,0,0,#N/A
15,2009,India,8097.3952,47.89374342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.2942,40.83655931,48.3585,0.125,0.100000001,0,0,#N/A
15,2010,India,9439.16104,45.5888,27900,46.0432,#N/A,#N/A,#N/A,#N/A,100,45.7326,45.7326,0.125,0.100000001,0,0,620
15,2011,India,8900,52.2112,29500,47.6795,#N/A,47.6795,84,44.4,108.9118,49.80819785,46.6774,0.125,0.100000001,0,0,524
15,2012,India,8900,55.5225,31900,54.5265,44500,54.5265,84,51.905,119.2355,54.52949427,53.4786,0.125,0.100000001,0,0,618.5
15,2013,India,11900,62.6175,31900,63.7542,45500,63.7542,89,53.395,131.1804,59.99220761,58.6146,0.13,0.100000001,0,0,501
15,2014,India,11900,61.7575,35900,60.8744,53500,60.8744,95,61.845,139.9244,63.99106615,61.0413,0.14,0.100000001,0,0,526.5
15,2015,India,11900,66.203,35900,66.203,44500,66.203,116.25,61.615,146.7905,67.1311122,64.1612,0.14,0.100000001,0,0,356
15,2016,India,13900,66.7481,31900,66.7481,#N/A,66.7481,127,66.8025,154.054,70.4528996,67.2056,0.145,0.100000001,0,0,234.5
15,2017,India,13700,64.1875,28000,64.4636,#N/A,64.4636,170,68.3275,159.1812,72.79770147,65.1076,0.15,0.100000001,0,0,383
15,2018,India,#N/A,#N/A,28000,72.2512,68820.71302,72.2512,180,63.86125,165.4511,75.66508976,68.3833,0.18,0.100000001,0,0,304.5
15,2019,India,#N/A,#N/A,28000,71.3535,52500,71.3535,178,69.685,171.6216,78.48701984,70.4118,0.18,0.100000001,0,0.400000006,436.5
15,2020,India,#N/A,#N/A,29900,73.5122,68300,73.5122,188,70.87815,182.9888,83.68553595,74.0993,0.18,0.100000001,0,0.400000006,588.25
16,2007,Indonesia,1600000,9133.708943,#N/A,#N/A,#N/A,#N/A,15900,9090,82.6657,7509.352188,9142,0.1,0.150000006,0,0,#N/A
16,2008,Indonesia,2199000,10991.76148,#N/A,#N/A,#N/A,#N/A,18700,9152,91.1196,8277.304464,9699,0.1,0.150000006,0,0,#N/A
16,2009,Indonesia,1999000,10201.60805,#N/A,#N/A,#N/A,#N/A,20900,10200,95.1165,8640.38286,10392,0.1,0.150000006,0,0,#N/A
16,2010,Indonesia,1999000,9165,4799000,8973,#N/A,#N/A,20900,9320,100,9084,9084,0.1,0.100000001,0,0,368.8999328
16,2011,Indonesia,1908000,9113,4699000,8774,#N/A,8774,22534,8523,105.356,9570.53904,8772,0.1,0.100000001,0,0,243.6131632
16,2012,Indonesia,1699000,9469,4899000,9568,#N/A,9568,22534,9160,109.8648,9980.118432,9389,0.1,0.100000001,0,0,296.9760466
16,2013,Indonesia,1949000,11406,5499000,11318,#N/A,11318,27939,9767.5,116.9099,10620.09532,10438,0.1,0.100000001,0,0,267.9744795
16,2014,Indonesia,2399000,12188,6699000,11903,10499000,11903,27939,12140,124.3862,11299.24241,11881,0.1,0.100000001,0,0,270.2946049
16,2015,Indonesia,2399000,14416,6899000,14416,#N/A,14416,27939,12480,132.301,12018.22284,13400,0.1,0.100000001,0,0,216.9317215
16,2016,Indonesia,2799000,13116,6549000,13116,8499000,13116,30500,13947.5,136.9657,12441.96419,13305,0.1,0.100000001,0,0,81.20438773
16,2017,Indonesia,2799000,13325,5799000,13308,11999000,13308,31000,13329,142.1824,12915.84922,13382,0.1,0.100000001,0,0,171.6892769
16,2018,Indonesia,#N/A,#N/A,5799000,14870,12999000,14870,35750,13359,146.7299,13328.94412,14243,0.1,0.100000001,0,0,169.3691516
16,2019,Indonesia,#N/A,#N/A,#N/A,14103,10999000,14103,33000,14090,151.1767,13732.89143,14142,0.1,0.100000001,0,0,160.0886501
16,2020,Indonesia,#N/A,#N/A,#N/A,14808,13499000,14808,33000,13670,154.0807,13996.69079,14529,0.1,0.100000001,0,0,224.1821133
17,2007,Israel,1206.703635,4.011647724,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.1022,3.363244819,4.1072,0.155,0,0,0,#N/A
17,2008,Israel,793.7927309,3.757243011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94.2084,3.516516947,3.5864,0.155,0,0,0,#N/A
17,2009,Israel,767.2178343,3.962083425,#N/A,#N/A,#N/A,#N/A,15,3.97425,97.3552,3.63397755,3.9261,0.155,0,0,0,#N/A
17,2010,Israel,799,3.724,2639,3.7294,#N/A,#N/A,14.9,3.7325,100,3.7327,3.7327,0.16,0,0,0,1197.798797
17,2011,Israel,599,3.7576,2249,3.6906,#N/A,3.6906,15.9,3.40335,103.4786,3.862545702,3.5781,0.16,0,0,0,1088.671791
17,2012,Israel,749,3.987,2479,3.9397,#N/A,3.9397,15.9,3.8485,105.2268,3.927800764,3.8544,0.17,0,0,0,1274.447527
17,2013,Israel,739,3.525,2339,3.5671,3499,3.5671,14.9,3.72455,106.8854,3.989711326,3.6088,0.18,0,0,0,1001.630013
17,2014,Israel,739,3.683,2199,3.6352,3600,3.6352,17.5,3.4882,107.4054,4.009121366,3.5798,0.18,0,0,0,1065.287433
17,2015,Israel,749,3.9123,2349,3.9123,2999,3.9123,17.5,3.93415,106.724,3.983686748,3.8843,0.17,0,0,0,682.0437834
17,2016,Israel,749,3.7642,2349,3.7642,3299,3.7642,16.9,3.94105,106.1413,3.961936305,3.8383,0.17,0,0,0,518.3532754
17,2017,Israel,749,3.5616,1550,3.5318,3180,3.5318,16.9,3.855,106.4013,3.971641325,3.5971,0.17,0,0,0,802.8629679
17,2018,Israel,#N/A,#N/A,1550,3.5893,3288,3.5893,16.5,3.43635,107.2709,4.004100884,3.5952,0.17,0,0,0,601.4976604
17,2019,Israel,#N/A,#N/A,1490,3.522,2659,3.522,17,3.70785,108.1764,4.037900483,3.5632,0.17,0,0,0,954.8612968
17,2020,Israel,#N/A,#N/A,1490,3.4226,3175.1,3.4226,17,3.4595,107.5399,4.014141847,3.4384,0.17,0,0,0,1277.370572
18,2007,Japan,17981.21501,116.6021335,#N/A,#N/A,#N/A,#N/A,280,121.585,100.725,88.3660425,117.76,0.05,0,0,0,#N/A
18,2008,Japan,17800,98.94460172,#N/A,#N/A,#N/A,#N/A,280,106.855,102.115,89.5854895,103.32,0.05,0,0,0,#N/A
18,2009,Japan,17800,98.00098893,#N/A,#N/A,#N/A,#N/A,320,92.565,100.7336,88.37358728,93.6,0.05,0,0,0,#N/A
18,2010,Japan,14800,90.53,48800,84.38,#N/A,#N/A,320,91.54,100,87.73,87.73,0.05,0,0,0,316
18,2011,Japan,13800,77.62,44800,76.86,#N/A,76.86,320,78.365,99.7275,87.49093575,79.7,0.05,0,0,0,337
18,2012,Japan,10800,78.25,42800,78.16,#N/A,78.16,320,76.92,99.6836,87.45242228,79.86,0.05,0,0,0,345
18,2013,Japan,14800,98.27,49800,99.2,#N/A,99.2,320,91.065,100.0176,87.74544048,97.66,0.05,0,0,0,346
18,2014,Japan,13800,109.65,48800,107.39,67800,107.39,310,104.245,102.7773,90.16652529,105.97,0.08,0,0,0,273
18,2015,Japan,17800,120.09,53800,120.09,78800,120.09,370,117.765,103.5947,90.88363031,121.04,0.08,0,0,0,146
18,2016,Japan,17800,101.83,44800,101.83,67800,101.83,370,118.645,103.4628,90.76791444,108.78,0.08,0,0,0,185
18,2017,Japan,15500,110.26,37800,110.81,72800,110.81,380,116.665,103.9638,91.20744174,112.16,0.08,0,0,0,215
18,2018,Japan,#N/A,#N/A,37800,112.05,78800,112.05,380,110.725,104.9921,92.10956933,110.46,0.08,0,0,0,223
18,2019,Japan,#N/A,#N/A,37800,107.51,84800,107.51,390,108.44,105.4843,92.54137639,109.03,0.08,0,0,0,233
18,2020,Japan,#N/A,#N/A,34800,105.61,74800,105.61,390,110.04,105.4579,92.51821567,106.75,0.1,0,0,0,239.75
19,2007,Malaysia,620.0788592,3.410399622,#N/A,#N/A,#N/A,#N/A,5.5,3.502,92.7842,2.986816182,3.4361,0.1,0.100000001,0,0,#N/A
19,2008,Malaysia,599,3.519885453,#N/A,#N/A,#N/A,#N/A,5.5,3.238,97.8324,3.149322788,3.3342,0.1,0.100000001,0,0,#N/A
19,2009,Malaysia,599,3.529017136,#N/A,#N/A,#N/A,#N/A,6.77,3.602,98.4031,3.167694192,3.5235,0.1,0.100000001,0,0,#N/A
19,2010,Malaysia,599,3.3188,1549,3.1056,#N/A,#N/A,7.05,3.3875,100,3.2191,3.2191,0.1,0.100000001,0,0,318
19,2011,Malaysia,549,3.1777,1499,3.0789,#N/A,3.0789,7.2,2.973,103.1745,3.32129033,3.0585,0.1,0.100000001,0,0,210
19,2012,Malaysia,449,3.1074,1499,3.0804,2199,3.0804,7.35,3.13955,104.8909,3.376542962,3.0885,0.1,0.100000001,0,0,256
19,2013,Malaysia,529,3.2595,1499,3.2499,2199,3.2499,7.95,3.083,107.0988,3.447617471,3.1506,0.1,0.100000001,0,0,231
19,2014,Malaysia,529,3.2805,1599,3.2173,2749,3.2173,7.4,3.3235,110.4649,3.555975596,3.2737,0.1,0.100000001,0,0,233
19,2015,Malaysia,589,4.3069,1695,4.3069,2278,4.3069,7.63,3.6155,112.7895,3.630806795,3.9088,0.06,0.100000001,0,0,187
19,2016,Malaysia,589,4.1105,1699,4.1105,2699,4.1105,8,4.3925,115.1475,3.706713173,4.1424,0.06,0.100000001,0,0,70
19,2017,Malaysia,589,4.2813,1549,4.2082,3199,4.2082,8,4.4715,119.6051,3.850207774,4.2996,0.06,0.100000001,0,0,148
19,2018,Malaysia,#N/A,#N/A,1366,4.1398,3442,4.1398,9,3.954,120.6632,3.884269071,4.0351,0.06,0.100000001,0,0,146
19,2019,Malaysia,#N/A,#N/A,1447,4.1843,3599,4.1843,9.05,4.1175,121.4631,3.910018652,4.1421,0.1,0.100000001,0,0,138
19,2020,Malaysia,#N/A,#N/A,1449,4.1504,3399,4.1504,9.5,4.0745,120.08,3.86549528,4.2006,0.1,0.100000001,0,0,193.25
20,2007,Mexico,2199,10.89162452,#N/A,#N/A,#N/A,#N/A,29,10.8894,86.734,10.95467767,10.9283,0.15,0.200000003,0,0.150000006,#N/A
20,2008,Mexico,2499,12.79180135,#N/A,#N/A,#N/A,#N/A,32,10.1685,91.1791,11.51610269,11.1721,0.15,0.200000003,0,0.150000006,#N/A
20,2009,Mexico,2349,13.42576984,#N/A,#N/A,#N/A,#N/A,33,13.8104,96.0092,12.12615398,13.499,0.15,0.100000001,0,0,#N/A
20,2010,Mexico,2349,12.5424,7498,12.8019,#N/A,#N/A,32,12.81375,100,12.6302,12.6302,0.16,0.100000001,0,0,3248.593424
20,2011,Mexico,2299,13.6251,6999,13.0842,9699,13.0842,32,11.67075,103.4074,13.06056143,12.4432,0.16,0.100000001,0,0,2615.321897
20,2012,Mexico,2099,13.1985,7599,12.9305,11499,12.9305,37,13.6844,107.659,13.59754702,13.1549,0.16,0.100000001,0,0,3190.413001
20,2013,Mexico,2399,13.0914,7599,13.0505,10599,13.0505,37,12.7384,111.7569,14.11511998,12.7626,0.16,0.100000001,0,0,2977.830686
20,2014,Mexico,2399,13.4286,7799,13.2377,10599,13.2377,37,13.33275,116.248,14.6823549,13.3195,0.16,0.075000003,0,0,3183.140448
20,2015,Mexico,2799,16.8432,8256.368208,16.8432,9999,16.8432,49,14.6275,119.4107,15.08181023,15.8863,0.16,0.075000003,0,0,2622.59445
20,2016,Mexico,3299,19.2022,8499,19.2022,11799,19.2022,49,17.43675,122.7801,15.50737219,18.6888,0.16,0.075000003,0,0,1883.031766
20,2017,Mexico,3499,17.8005,7999,17.8422,15499,17.8422,49,21.9505,130.1978,16.44424254,18.9134,0.16,0.075000003,0,0,2205.261801
20,2018,Mexico,#N/A,#N/A,7999,19.0007,16499,19.0007,48,18.6635,136.5766,17.24989773,19.2342,0.16,0.075000003,0,0,2540.918087
20,2019,Mexico,#N/A,#N/A,7999,19.5819,18499,19.5819,49,19.30875,141.5425,17.87710084,19.2471,0.16,0.075000003,0,0,2326.657491
20,2020,Mexico,#N/A,#N/A,7999,21.6511,17499,21.6511,50,18.8205,146.3505,18.48436085,21.4762,0.16,0.075000003,0,0,2403.578723
21,2007,New Zealand,239,1.324311432,#N/A,#N/A,#N/A,#N/A,4.6,1.42796,92.0792,1.277138504,1.3603,0.125,0.07,0,0,#N/A
21,2008,New Zealand,249,1.67660794,#N/A,#N/A,#N/A,#N/A,4.9,1.3177,95.7246,1.327700202,1.4266,0.125,0.050000001,0,0,#N/A
21,2009,New Zealand,249,1.591385214,#N/A,#N/A,#N/A,#N/A,4.9,1.59235,97.7498,1.355789726,1.5958,0.125,0.050000001,0,0,#N/A
21,2010,New Zealand,259,1.4256,799,1.3727,#N/A,#N/A,4.9,1.35685,100,1.387,1.387,0.125,0.050000001,0,0,1189
21,2011,New Zealand,255,1.2812,799,1.2341,1123,1.2341,5.1,1.156069364,104.0279,1.442866973,1.2653,0.15,0.050000001,0,0,772
21,2012,New Zealand,189,1.2195,729,1.2216,1049,1.2216,5.1,1.26000126,105.1305,1.458160035,1.2351,0.15,0.050000001,0,0,925
21,2013,New Zealand,229,1.2048,729,1.2278,1049,1.2278,5.2,1.202428906,106.3231,1.474701397,1.2197,0.15,0.050000001,0,0,818
21,2014,New Zealand,229,1.2807,599,1.2289,999,1.2289,5.5,1.203007519,107.6283,1.492804521,1.2064,0.15,0,0,0,678
21,2015,New Zealand,269,1.5774,749,1.5774,919,1.5774,5.9,1.313283866,107.9433,1.497173571,1.4346,0.15,0,0,0,492
21,2016,New Zealand,269,1.3678,649,1.3678,999,1.3678,5.9,1.508068165,108.6409,1.506849283,1.4359,0.15,0,0,0,526
21,2017,New Zealand,269,1.3306,539,1.3793,1199,1.3793,6,1.43358899,110.6516,1.534737692,1.4075,0.15,0,0,0,677
21,2018,New Zealand,#N/A,#N/A,539,1.516,1249,1.516,6.2,1.374664925,112.4201,1.559266787,1.4466,0.15,0,0,0,827
21,2019,New Zealand,#N/A,#N/A,539,1.5768,1399,1.5768,6.2,1.479289941,114.2409,1.584521283,1.5183,0.15,0,0,0,596
21,2020,New Zealand,#N/A,#N/A,599,1.5005,1349,1.5005,6.5,1.513546239,116.1996,1.611688452,1.5399,0.15,0,0,0,884.75
22,2007,Norway,1190,5.448104846,#N/A,#N/A,#N/A,#N/A,41.5,6.1023,92.0822,5.566184826,5.8571,0.25,0,0,0,#N/A
22,2008,Norway,1190,6.681427439,#N/A,#N/A,#N/A,#N/A,40,5.07915,95.5389,5.775135427,5.6537,0.25,0,0,0,#N/A
22,2009,Norway,1190,6.484645835,#N/A,#N/A,#N/A,#N/A,40,6.50925,97.6382,5.902033914,6.2842,0.25,0,0,0,#N/A
22,2010,Norway,1250,5.8714,4090,6.0472,#N/A,#N/A,40,5.69555,100,6.0448,6.0448,0.25,0,0,0,1747.887712
22,2011,Norway,1250,5.771,3890,5.6259,4890,5.6259,45,5.41405,101.285,6.12247568,5.6059,0.25,0,0,0,860.7540938
22,2012,Norway,999,5.9602,3790,5.7486,4890,5.7486,41,6.0399,101.9908,6.165139878,5.8174,0.25,0,0,0,1321.907252
22,2013,Norway,1290,6.014,3890,5.9694,5190,5.9694,43,5.4831,104.1535,6.295870768,5.8789,0.25,0,0,0,1059.089033
22,2014,Norway,1290,6.4261,4375.54944,6.348,5790,6.348,48,6.15745,106.28,6.42441344,6.3126,0.25,0,0,0,1134.319527
22,2015,Norway,1590,8.2847,4690,8.2847,5190,8.2847,48,7.6225,108.5875,6.5638972,8.0725,0.25,0,0,0,614.5452043
22,2016,Norway,1590,8.2021,4490,8.2021,6290,8.2021,46.8,8.97465,112.4423,6.79691215,8.3977,0.25,0,0,0,674.1433879
22,2017,Norway,1590,7.8638,3690,7.8387,7390,7.8387,49,8.64835,114.5507,6.924360714,8.2691,0.25,0,0,0,855.8689968
22,2018,Norway,#N/A,#N/A,3490,8.2467,7790,8.2467,49,7.8501,117.7179,7.115811619,8.1446,0.25,0,0,0,803.1099491
22,2019,Norway,#N/A,#N/A,3490,9.0118,8690,9.0118,50,8.5329,120.2697,7.270062826,8.8007,0.25,0,0,0,742.5347461
22,2020,Norway,#N/A,#N/A,3990,9.1494,8490,9.1494,53,8.87515,121.817,7.363594016,9.4112,0.25,0,0,0,833.8860603
23,2007,Philippines,8915.6466,44.94,#N/A,#N/A,#N/A,#N/A,85,49.05,85.4642,38.53153457,46.121,0.12,0.150000006,0,0,#N/A
23,2008,Philippines,9490,48.40004597,#N/A,#N/A,#N/A,#N/A,87,44.485,92.4588,41.68504998,44.494,0.12,0.150000006,0,0,#N/A
23,2009,Philippines,8490,48.12131544,#N/A,#N/A,#N/A,#N/A,99.39,48.385,96.354,43.4412009,47.63,0.12,0.150000006,0,0,#N/A
23,2010,Philippines,8790,45.715,23990,44.232,#N/A,#N/A,101.52,45.92,100,45.085,45.085,0.12,0.150000006,0,0,316
23,2011,Philippines,7490,43.584,23990,43.105,#N/A,43.105,118,42.41,104.7184,47.21229064,43.299,0.12,0.150000006,0,0,337
23,2012,Philippines,7490,41.82,23990,41.737,33200,41.737,118,44.005,107.8882,48.64139497,42.221,0.12,0.150000006,0,0,345
23,2013,Philippines,8290,43.475,23990,43.764,33600,43.764,118,40.6,110.6746,49.89764341,42.475,0.12,0.150000006,0,0,346
23,2014,Philippines,8290,44.965,20490,44.192,36990,44.192,135,45.23,114.6565,51.69288303,44.396,0.12,0.150000006,0,0,273
23,2015,Philippines,9590,46.744,25490,46.744,30490,46.744,163,44.41,115.4295,52.04139008,45.546,0.12,0.150000006,0,0,146
23,2016,Philippines,9590,47.569,21490,47.569,31990,47.569,131,47.0225,116.8766,52.69381511,47.486,0.12,0.150000006,0,0,185
23,2017,Philippines,9590,50.487,18990,50.979,37990,50.979,133,49.615,120.2114,54.19730969,50.406,0.12,0.150000006,0,0,215
23,2018,Philippines,#N/A,#N/A,20990,53.99,44990,53.99,134,50.725,126.5938,57.07481473,52.688,0.12,0.150000006,0,0,223
23,2019,Philippines,#N/A,#N/A,20990,52.064,50990,52.064,140,52.3925,129.622,58.4400787,51.781,0.12,0.100000001,0,0,233
23,2020,Philippines,#N/A,#N/A,19990,48.514,47990,48.514,142,50.58,132.7241,59.83866049,49.609,0.12,0.07,0,0,239.75
24,2007,Poland,534.7914403,2.667022942,#N/A,#N/A,#N/A,#N/A,6.9,2.97175,90.1643,2.720617588,2.7639,0.22,0.12,#N/A,#N/A,#N/A
24,2008,Poland,623.7625647,2.78888744,#N/A,#N/A,#N/A,#N/A,7,2.03145,93.9196,2.83393001,2.4135,0.22,0.12,#N/A,#N/A,#N/A
24,2009,Poland,700.0406655,3.288119613,#N/A,#N/A,#N/A,#N/A,7.6,3.15525,97.4842,2.941488251,3.1141,0.22,0.12,0,#N/A,#N/A
24,2010,Poland,699,2.8455,#N/A,3.0186,#N/A,#N/A,8.1,2.83565,100,3.0174,3.0174,0.22,0.12,0,0,1718.099766
24,2011,Poland,699,3.3501,2099,3.1564,2699,3.1564,8.63,2.7968,104.2394,3.145319656,2.9652,0.23,0.12,0,0,846.0849044
24,2012,Poland,599,3.2576,2099,3.2063,2699,3.2063,9.1,3.52045,107.9507,3.257304422,3.2538,0.23,0.12,0,0,1299.378973
24,2013,Poland,729,3.1211,2199,3.1685,2849,3.1685,9.1,3.092,109.0216,3.289617758,3.1587,0.23,0.12,0,0,1041.039769
24,2014,Poland,729,3.3101,2265.189234,3.2494,2949,3.2494,9.2,3.0684,109.0802,3.291385955,3.1576,0.23,0.12,0,0,1114.988166
24,2015,Poland,799,3.7558,2099,3.7558,2699,3.7558,9.2,3.7066,108.1267,3.262615046,3.7712,0.23,0.12,0,0,604.0719692
24,2016,Poland,799,3.8517,1999,3.8517,2699,3.8517,9.6,4.0477,107.408,3.240928992,3.9437,0.23,0.09,0,0,662.6544654
24,2017,Poland,799,3.5934,1799,3.5884,3349,3.5884,9.6,4.17215,109.6377,3.30820796,3.7755,0.23,0.09,0,0,841.2830604
24,2018,Poland,#N/A,#N/A,1599,3.6875,3479,3.6875,10.1,3.40575,111.6253,3.368181802,3.6138,0.23,0.06,0,0,789.4231457
24,2019,Poland,#N/A,#N/A,1599,3.9542,3729,3.9542,10.5,3.74845,114.1118,3.443209453,3.8387,0.23,0.03,0,0,729.8802807
24,2020,Poland,#N/A,#N/A,1699,3.7966,3599,3.7966,11,3.7966,117.9624,3.559397458,3.8968,0.23,0,0,0,819.6747626
25,2007,Russian Federation,5503.042342,24.97749792,#N/A,#N/A,#N/A,#N/A,49,26.5335,73.4603,22.31092155,25.5675,0.18,0.233333334,0,0.150000002,#N/A
25,2008,Russian Federation,6190,27.08999991,#N/A,#N/A,#N/A,#N/A,59,23.2336,83.8262,25.45919051,24.8953,0.18,0.233333334,0,0.150000002,#N/A
25,2009,Russian Federation,6990,31.30446774,#N/A,#N/A,#N/A,#N/A,67,32.7959,93.5897,28.42450215,31.7423,0.18,0.233333334,0,0.150000002,#N/A
25,2010,Russian Federation,6692,29.432,16990,30.7799,#N/A,#N/A,70,29.927,100,30.3714,30.3714,0.18,0.13333334,0,0.150000002,1438.930095
25,2011,Russian Federation,6490,30.6995,21990,30.7556,26690,30.7556,75,27.7525,108.4405,32.93489802,29.4024,0.18,0.13333334,0,0.150000002,708.6067153
25,2012,Russian Federation,5990,31.5286,19990,31.3749,28790,31.3749,81,31.7693,113.9435,34.60623616,31.061,0.18,0.13333334,0,0.150000002,1088.246181
25,2013,Russian Federation,6490,32.3906,18990,32.5707,29990,32.5707,72.88,30.045,121.639,36.94346725,31.8677,0.18,0.13333334,0,0.150000002,871.8838585
25,2014,Russian Federation,6490,39.6003,19990,38.0132,31990,38.0132,89,33.93925,131.1553,39.83370078,38.6906,0.18,0.06666667,0,0,933.816568
25,2015,Russian Federation,10990,66.787,33490,66.787,39990,66.787,89,65.227,151.5295,46.02163056,61.2516,0.18,0.06666667,0,0,505.9178478
25,2016,Russian Federation,12990,64.3891,32990,64.3891,47990,64.3891,114,74.655,162.2008,49.26265377,66.9507,0.18,0.06666667,0,0,554.9814229
25,2017,Russian Federation,12490,59.7779,24990,57.6781,52990,57.6781,130,60.4375,168.1752,51.07716269,58.3296,0.18,0.06666667,0,0,704.5851108
25,2018,Russian Federation,#N/A,#N/A,24990,67.6286,56990,67.6286,130,56.745,173.0158,52.54732068,62.8423,0.18,0.06666667,0,0,661.151782
25,2019,Russian Federation,#N/A,#N/A,25414,64.94,66092,64.94,110.17,66.685,180.7503,54.89639661,64.6957,0.2,0.06666667,0,0,611.2838861
25,2020,Russian Federation,#N/A,#N/A,27990,76.0779,59990,76.0779,135,61.4325,186.8626,56.7527877,72.3536,0.2,0.06666667,0,0,686.4878905
26,2007,Singapore,248,1.480095904,#N/A,#N/A,#N/A,#N/A,3.6,1.53795,90.6677,1.23543808,1.5065,0.05,0,0,0,#N/A
26,2008,Singapore,248,1.479321622,#N/A,#N/A,#N/A,#N/A,3.95,1.35275,96.677,1.317320802,1.4148,0.07,0,0,0,#N/A
26,2009,Singapore,248,1.460990747,#N/A,#N/A,#N/A,#N/A,4.22,1.4645,97.2539,1.325181641,1.4536,0.07,0,0,0,#N/A
26,2010,Singapore,228,1.3971,728,1.334,#N/A,#N/A,4.45,1.39555,100,1.3626,1.3626,0.07,0,0,0,318
26,2011,Singapore,228,1.2816,668,1.2534,888,1.2534,4.41,1.20705,105.2478,1.434106523,1.2572,0.07,0,0,0,210
26,2012,Singapore,180,1.241,658,1.2312,788,1.2312,4.85,1.2928,110.0635,1.499725251,1.2493,0.07,0,0,0,256
26,2013,Singapore,198,1.2558,658,1.2626,948,1.2626,4.5,1.23485,112.6595,1.535098347,1.2512,0.07,0,0,0,231
26,2014,Singapore,198,1.2758,688,1.2638,988,1.2638,4.6,1.27885,113.8144,1.550835014,1.2676,0.07,0,0,0,233
26,2015,Singapore,198,1.4153,688,1.4153,848,1.4153,4.7,1.33315,113.2196,1.54273027,1.3749,0.07,0,0,0,187
26,2016,Singapore,198,1.3589,568,1.3589,888,1.3589,4.7,1.43725,112.617,1.534519242,1.3807,0.07,0,0,0,70
26,2017,Singapore,198,1.3553,498,1.3503,1048,1.3503,5.6,1.43875,113.2659,1.543361153,1.3806,0.07,0,0,0,148
26,2018,Singapore,#N/A,#N/A,498,1.371,1148,1.371,5.8,1.32255,113.7627,1.55013055,1.3494,0.07,0,0,0,146
