ID,Year,Country,iPodD,iPodER,iPadD,iPadER,iPhoneD,iPhoneER,BigMacD,BigMacER,CPIave,CPIave2010,CPIER,VATGST,TARIFFipod,TARIFFipad,TARIFFiphone,SHIP
3,2017,Brazil,1199,3.1254,2499,3.1357,3499,3.1357,16.5,3.22395,155.6688,2.738836867,3.1927,0.18,0.200000003,0.119999997,0.207999989,2679
3,2018,Brazil,#N/A,#N/A,2499,4.111,3999,4.111,16.5,3.2279,161.3738,2.839210637,3.6568,0.18,0.200000003,0.119999997,0.207999989,1703
3,2019,Brazil,#N/A,#N/A,2799,4.1222,5199,4.1222,16.9,3.71795,167.3979,2.945198653,3.947,0.18,0.200000003,0.125,0.213333324,1673
3,2020,Brazil,#N/A,#N/A,3499,5.4057,4999,5.4057,19.9,4.1419,172.7743,3.039791034,5.1612,0.18,0.200000003,0.125,0.213333324,1551
4,2007,Canada,169,0.998062798,#N/A,#N/A,#N/A,#N/A,3.63,1.17485,95.6926,0.985825165,1.0737,0.06,0,0,0,#N/A
4,2008,Canada,169,1.186520231,#N/A,#N/A,#N/A,#N/A,4.09,1.00355,97.9608,1.009192162,1.0676,0.05,0,0,0,#N/A
4,2009,Canada,169,1.13470815,#N/A,#N/A,#N/A,#N/A,3.89,1.16085,98.2541,1.012213738,1.1401,0.05,0.029999999,0,0,#N/A
4,2010,Canada,169,1.0193,549,1.0336,#N/A,#N/A,4.12,1.0368,100,1.0302,1.0302,0.05,0,0,0,2728.621576
4,2011,Canada,159,1.0174,519,1.0025,659,1.0025,4.73,0.94585,102.9121,1.060200454,0.9891,0.05,0,0,0,2196.711877
4,2012,Canada,129,1.0002,519,0.9788,649,0.9788,4.73,1.02095,104.472,1.076270544,0.9996,0.05,0,0,0,2679.753547
4,2013,Canada,149,1.0309,576.904172,1.0354,699,1.0354,5.41,1.0029,105.4522,1.086368564,1.0302,0.05,0,0,0,2501.197287
4,2014,Canada,149,1.1198,519,1.1009,749,1.1009,5.54,1.1051,107.4628,1.107081766,1.1048,0.05,0,0,0,2673.645043
4,2015,Canada,179,1.3273,549,1.3273,719,1.3273,5.7,1.22855,108.672,1.119538944,1.2794,0.05,0.029999999,0,0,2202.82038
4,2016,Canada,179,1.3091,499,1.3091,769,1.3091,5.84,1.4092,110.2247,1.135534859,1.3248,0.05,0.029999999,0,0,1581.632551
4,2017,Canada,179,1.248,449,1.2294,899,1.2294,5.98,1.326,111.9848,1.15366741,1.298,0.05,0.015,0,0,1852.28625
4,2018,Canada,#N/A,#N/A,429,1.3034,929,1.3034,6.55,1.2459,114.5249,1.17983552,1.2964,0.05,0.015,0,0,2134.217186
4,2019,Canada,#N/A,#N/A,429,1.3244,1029,1.3244,6.77,1.3314,116.7573,1.202833705,1.3267,0.05,0,0,0,1954.251272
4,2020,Canada,#N/A,#N/A,429,1.3222,979,1.3222,6.77,1.30655,117.5944,1.211457509,1.3406,0.05,0,0,0,2018.860444
5,2007,Chile,149000,506.3000008,#N/A,#N/A,#N/A,#N/A,1670,540.15,90.3839,460.9036597,522.09,0.19,0.059999999,0.059999999,0,#N/A
5,2008,Chile,123000,660.5,#N/A,#N/A,#N/A,#N/A,1550,494.65,98.262,501.0772428,523.71,0.19,0.059999999,0.059999999,0.059999999,#N/A
5,2009,Chile,109900,564.5387631,#N/A,#N/A,#N/A,#N/A,1750,548.55,98.6089,502.8462247,558.64,0.19,0,0.059999999,0,#N/A
5,2010,Chile,109900,519.18,299900,493.65,#N/A,#N/A,1600,503.1,100,509.94,509.94,0.19,0,0.059999999,0,2525.912972
5,2011,Chile,109900,515.75,249900,486.5,#N/A,486.5,1850,462.75,103.3412,526.9781153,483.71,0.19,0,0.059999999,0,1675.281278
5,2012,Chile,89900,477.89,299990,474.13,#N/A,474.13,2050,506.05,106.4492,542.8270505,486.31,0.19,0,0.059999999,0,2000.622483
5,2013,Chile,99990,504.67,299990,503.35,#N/A,503.35,2050,471.75,108.3541,552.5408975,495.34,0.19,0,0.059999999,0,1558.92661
5,2014,Chile,99990,598.31,279990,594.25,469990,594.25,2000,541.95,113.467,578.6136198,571.09,0.19,0,0.059999999,0,1246.011631
5,2015,Chile,119990,691.47,399990,691.47,439990,691.47,2100,627.485,118.4014,603.7760992,654.67,0.19,0,0,0,513.9939186
5,2016,Chile,119990,667.61,329990,667.61,539990,667.61,2100,715.215,122.8843,626.6361994,676.23,0.19,0,0,0,1860.54502
5,2017,Chile,119990,651.34,299990,625.94,649990,625.94,2450,672.805,125.5665,640.3138101,648.96,0.19,0,0,0,3026.351007
5,2018,Chile,#N/A,#N/A,269990,679.89,649990,679.89,2600,605.935,128.624,655.9052256,642.15,0.19,0,0,0,1923.80581
5,2019,Chile,#N/A,#N/A,349990,718.64,599990,718.64,2640,678.99,131.9136,672.6802118,703.68,0.19,0,0,0,1889.916101
5,2020,Chile,#N/A,#N/A,509990,773.49,699990,773.49,2640,772.74,135.931,693.1665414,791.59,0.19,0,0,0,1752.097951
6,2007,China,1348,7.505497604,#N/A,#N/A,#N/A,#N/A,11,7.7743,92.1719,6.238009848,7.6063,0.17,0.150000006,0,0,#N/A
6,2008,China,1298,6.838300229,#N/A,#N/A,#N/A,#N/A,12.5,6.834,97.6333,6.607626477,6.9497,0.17,0.150000006,0,0,#N/A
6,2009,China,1198,6.837100029,#N/A,#N/A,#N/A,#N/A,12.5,6.8327,96.9224,6.559514187,6.8315,0.17,0.150000006,0,0,#N/A
6,2010,China,1198,6.8262,3988,6.741,#N/A,#N/A,12.5,6.8272,100,6.7678,6.7678,0.17,0.150000006,0,0,1
6,2011,China,1248,6.3793,3688,6.3901,4548,6.3901,14.65,6.445,105.5539,7.143676844,6.4634,0.17,0.150000006,0,0,1
6,2012,China,998,6.3739,3688,6.3213,4988,6.3213,15.4,6.3155,108.3189,7.330806514,6.3089,0.17,0.150000006,0,0,1
6,2013,China,1148,6.1209,3688,6.1199,5288,6.1199,16,6.2204,111.158,7.522951124,6.1479,0.17,0.150000006,0,0,1
6,2014,China,1148,6.1394,2888,6.1393,4488,6.1393,16.6,6.0513,113.2941,7.6675181,6.162,0.17,0.150000006,0,0,1
6,2015,China,1148,6.3686,3588,6.3686,4488,6.3686,17.2,6.2115,114.9221,7.777697884,6.285,0.17,0.150000006,0,0,1
6,2016,China,1148,6.6724,2888,6.6724,4488,6.6724,17.6,6.5582,117.2206,7.933255767,6.6478,0.17,0.150000006,0,0,1
6,2017,China,1148,6.7266,2688,6.5705,5388,6.5705,19.6,6.9266,119.0881,8.059644432,6.7549,0.17,0.112999998,0,0,1
6,2018,China,#N/A,#N/A,2565,6.855,5837,6.855,20.4,6.432,121.5589,8.226863234,6.62,0.16,0.075000003,0,0,1
6,2019,China,#N/A,#N/A,2499,7.1178,6199,7.1178,20.9,6.8497,125.0832,8.46538081,6.9077,0.13,0,0,0,1
6,2020,China,#N/A,#N/A,2699,6.8128,5499,6.8128,21.5,6.885,128.1094,8.670187973,6.8979,0.13,0,0,0,1
7,2007,Czech Republic,4732.248232,19.51120735,#N/A,#N/A,#N/A,#N/A,52.1,21.50115,91.7219,17.51723191,20.2819,0.19,0.12,#N/A,#N/A,#N/A
7,2008,Czech Republic,3999,19.15830094,#N/A,#N/A,#N/A,#N/A,66.08,14.49795,97.5542,18.63109622,17.0756,0.19,0.12,#N/A,#N/A,#N/A
7,2009,Czech Republic,4539,19.469868,#N/A,#N/A,#N/A,#N/A,67.92,18.66155,98.5486,18.82100873,19.03,0.19,0.12,0,#N/A,#N/A
7,2010,Czech Republic,3999,18.637,11490,18.8411,#N/A,#N/A,67.64,18.21005,100,19.0982,19.0982,0.2,0.12,0,0,1846.60644
7,2011,Czech Republic,3790,18.8112,11490,17.864,11990,17.864,69.32,17.0219,101.9172,19.46435069,17.6842,0.2,0.12,0,0,909.3685152
7,2012,Czech Republic,3290,20.301,12290,19.2274,14490,19.2274,70.22,20.36535,105.2679,20.10427408,19.56,0.2,0.12,0,0,1396.567084
7,2013,Czech Republic,4350,18.9871,12897,19.293,16627,19.293,70.33,18.89495,106.7819,20.39342083,19.5589,0.21,0.12,0,0,1118.905188
7,2014,Czech Republic,4350,21.77,12290,21.3937,17990,21.3937,70.45,20.2838,107.1493,20.46358761,20.7701,0.21,0.12,0,0,1198.384615
7,2015,Czech Republic,5190,24.1251,13490,24.1251,17990,24.1251,70.45,24.13325,107.4807,20.52687905,24.5887,0.21,0.12,0,0,649.254025
7,2016,Czech Republic,5190,24.0988,11990,24.0988,17990,24.0988,75,25.1442,108.2154,20.66719352,24.435,0.21,0.09,0,0,712.2182469
7,2017,Czech Republic,5190,22.0295,10990,21.9021,21190,21.9021,75,25.81175,110.8672,21.17363959,23.3613,0.21,0.09,0,0,904.2075134
7,2018,Czech Republic,#N/A,#N/A,8990,21.9722,20990,21.9722,79,20.747,113.2503,21.62876879,21.7488,0.21,0.06,0,0,848.4686941
7,2019,Czech Republic,#N/A,#N/A,8990,23.4897,22490,23.4897,85,22.31165,116.4755,22.24472394,22.9319,0.21,0.03,0,0,784.4722719
7,2020,Czech Republic,#N/A,#N/A,9990,22.695,20990,22.695,85,22.63095,120.1577,22.94795786,23.2025,0.21,0,0,0,880.9830054
8,2007,Denmark,1099,5.275568465,#N/A,#N/A,#N/A,#N/A,27.75,5.75305,93.2952,5.247948295,5.4416,0.25,0.119999997,0,0,#N/A
8,2008,Denmark,1099,5.852485611,#N/A,#N/A,#N/A,#N/A,28,4.7044,96.4825,5.427237108,5.0948,0.25,0.119999997,0,0,#N/A
8,2009,Denmark,1099,5.399758045,#N/A,#N/A,#N/A,#N/A,29.5,5.3375,97.7413,5.498045866,5.3522,0.25,0.119999997,0,0,#N/A
8,2010,Denmark,1099,5.4408,3799,5.6916,#N/A,#N/A,30.94,5.16195,100,5.6251,5.6251,0.25,0.119999997,0,0,1789
8,2011,Denmark,999,5.5305,3688,5.4161,4699,5.4161,28.5,5.19845,102.7587,5.780279634,5.3562,0.25,0.119999997,0,0,881
8,2012,Denmark,999,6.0021,3699,5.791,4399,5.791,31.5,5.86135,105.2227,5.918882098,5.7916,0.25,0.119999997,0,0,1353
8,2013,Denmark,1299,5.5138,3999,5.5824,5199,5.5824,28.5,5.49795,106.053,5.965587303,5.6155,0.25,0.119999997,0,0,1084
8,2014,Denmark,1299,5.8932,3699,5.7739,5399,5.7739,28.5,5.5014,106.6512,5.999236651,5.6224,0.25,0.119999997,0,0,1161
8,2015,Denmark,1399,6.6401,3799,6.6401,3999,6.6401,34.5,6.4174,107.1333,6.026355258,6.7235,0.25,0.119999997,0,0,629
8,2016,Denmark,1399,6.6421,3499,6.6421,4899,6.6421,30,6.9405,107.4011,6.041419276,6.7299,0.25,0.090000004,0,0,690
8,2017,Denmark,1399,6.2804,2999,6.2494,5799,6.2494,30,7.10125,108.6332,6.110726133,6.5951,0.25,0.090000004,0,0,876
8,2018,Denmark,#N/A,#N/A,2799,6.3966,6199,6.3966,30,6.0827,109.517,6.160440767,6.3187,0.25,0.059999999,0,0,822
8,2019,Denmark,#N/A,#N/A,2799,6.7807,6699,6.7807,30,6.51545,110.3473,6.207145972,6.6706,0.25,0.029999999,0,0,760
8,2020,Denmark,#N/A,#N/A,2999,6.3142,6299,6.3142,30,6.71935,110.8115,6.233257687,6.5365,0.25,0,0,0,853.5
9,2007,Egypt,1500,5.548630469,#N/A,#N/A,#N/A,#N/A,9.09,5.7,67.9615,3.829358679,5.6435,0.1,0.300000012,0,0,#N/A
9,2008,Egypt,1150,5.575763047,#N/A,#N/A,#N/A,#N/A,13,5.3125,80.4099,4.530776225,5.4369,0.1,0.300000012,0,0,#N/A
9,2009,Egypt,1445,5.606350819,#N/A,#N/A,#N/A,#N/A,13,5.58475,89.9915,5.070661059,5.552,0.1,0.300000012,0,0,#N/A
9,2010,Egypt,1449,5.4813,#N/A,5.7041,#N/A,#N/A,13,5.465,100,5.6346,5.6346,0.1,0.300000012,0,0,1317.218284
9,2011,Egypt,1499,6.0052,#N/A,5.963,#N/A,5.963,14.09,5.962,110.0649,6.201716855,5.9446,0.1,0.300000012,0,0,648.6692611
9,2012,Egypt,1449,6.0787,#N/A,6.094,#N/A,6.094,15.5,6.037,117.8924,6.64276517,6.0721,0.1,0.300000012,0,0,996.1969469
9,2013,Egypt,1999,6.8916,#N/A,6.9076,#N/A,6.9076,16,6.68575,129.0565,7.271817549,6.8749,0.1,0.300000012,0,0,798.1356175
9,2014,Egypt,1599,7.1441,#N/A,7.1498,#N/A,7.1498,16.93,6.961,142.0528,8.004107069,7.0852,0.1,0.300000012,0,0,854.8297527
9,2015,Egypt,1599,7.8279,#N/A,7.8279,#N/A,7.8279,16.93,7.35005,156.7844,8.834173802,7.7038,0.1,0.300000012,0,0,463.1248186
9,2016,Egypt,2349,8.8782,#N/A,8.8782,#N/A,8.8782,16.93,7.83005,178.4419,10.0544873,10.0786,0.13,0.400000006,0,0,508.0383543
9,2017,Egypt,4349,17.8723,#N/A,17.6465,#N/A,17.6465,27.49,18.77,231.0941,13.02122816,17.8519,0.14,0.600000024,0,0,644.9878237
9,2018,Egypt,#N/A,#N/A,#N/A,17.92,#N/A,17.92,34.21,17.7,264.3751,14.89647938,17.8211,0.14,0.600000024,0,0,605.2283003
9,2019,Egypt,#N/A,#N/A,#N/A,16.3918,#N/A,16.3918,40,17.91,288.5728,16.25992299,16.8162,0.14,0.600000024,0,0,559.5784772
9,2020,Egypt,#N/A,#N/A,#N/A,15.7728,#N/A,15.7728,42,15.88,303.1311,17.08022496,15.8163,0.14,0.600000024,0,0,628.4213556
10,2007,Estonia,2510.503895,11.0755896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88.0644,10.4071866,11.4277,0.18,0.12,#N/A,#N/A,#N/A
10,2008,Estonia,3027,12.30370007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.1899,11.48561081,10.6921,0.18,0.12,#N/A,#N/A,#N/A
10,2009,Estonia,2697,11.3538716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.1137,11.47660572,11.2459,0.2,0.12,0,#N/A,#N/A
10,2010,Estonia,2467,11.4399,#N/A,0.7642,#N/A,#N/A,#N/A,#N/A,100,11.8177,11.8177,0.2,0.12,0,0,1576.053117
10,2011,Estonia,159,0.7438,#N/A,0.7273,#N/A,0.7273,2.2,0.697520315,104.9819,12.406446,11.2491,0.2,0.12,0,0,776.1334801
10,2012,Estonia,159,0.8064,479,0.7769,#N/A,0.7769,2.04,0.788239467,109.1113,12.8944461,12.174,0.2,0.12,0,0,1191.950736
10,2013,Estonia,179,0.7393,509,0.7485,#N/A,0.7485,2.7,0.736946829,112.1452,13.2529833,11.7811,0.2,0.12,0,0,954.970139
10,2014,Estonia,179,0.7917,489,0.7756,#N/A,0.7756,2.8,0.737218475,112.0261,13.23890842,11.8013,0.2,0.12,0,0,1022.804734
10,2015,Estonia,189,0.8899,509,0.8899,598,0.8899,2.9,0.863073404,111.4746,13.1737338,14.1038,0.2,0.12,0,0,554.1293519
10,2016,Estonia,189,0.8918,#N/A,0.8918,693,0.8918,3,0.930232558,111.6403,13.19331573,14.1427,0.2,0.09,0,0,607.8684464
10,2017,Estonia,189,0.8445,425,0.8399,769,0.8399,3.1,0.955246692,115.4553,13.64416099,13.8723,0.2,0.09,0,0,771.7286363
10,2018,Estonia,#N/A,#N/A,425,0.8577,779,0.8577,3.15,0.816826629,119.4227,14.11301642,13.2643,0.2,0.06,0,0,724.1563231
10,2019,Estonia,#N/A,#N/A,399,0.9085,719,0.9085,3.2,0.872486149,122.1423,14.43441059,13.9795,0.2,0.03,0,0,669.5362598
10,2020,Estonia,#N/A,#N/A,349,0.8485,769,0.8485,3.2,0.899159286,121.5994,14.37025229,13.7196,0.2,0,0,0,751.9068391
11,2007,Euro Area,158.9835185,0.70785738,#N/A,#N/A,#N/A,#N/A,2.94,0.771813376,94.8852,0.716667916,0.7303,0.189714286,0.119999997,0,0,#N/A
11,2008,Euro Area,146.0788953,0.786347744,#N/A,#N/A,#N/A,#N/A,3.36856,0.630497147,98.28540714,0.74234968,0.6833,0.189714286,0.119999997,0,0,#N/A
11,2009,Euro Area,147.5172046,0.725642796,#N/A,#N/A,#N/A,#N/A,3.31,0.716897269,98.33818571,0.742748317,0.7188,0.189357143,0.119999997,0,0,#N/A
11,2010,Euro Area,142.8076446,0.7312,496.5690909,0.7642,#N/A,#N/A,3.36,0.693649638,100,0.7553,0.7553,0.194714286,0.119999997,0,0,1764
11,2011,Euro Area,155.3736364,0.7438,477.75,0.7273,604.2518182,0.7273,3.437660401,0.697520315,102.99595,0.77792841,0.7189,0.196857143,0.119999997,0,0,927
11,2012,Euro Area,138.2495827,0.8064,478.9318182,0.7769,603.3463636,0.7769,3.49245637,0.788239467,105.4569286,0.796516182,0.778,0.203285714,0.119999997,0,0,1344.5
11,2013,Euro Area,172.7836364,0.7393,501.3872727,0.7485,688.3036364,0.7485,3.594849572,0.736946829,106.5475786,0.804753861,0.753,0.204714286,0.119999997,0,0,1117.5
11,2014,Euro Area,175.7345455,0.7917,473.0035717,0.7756,699.4854545,0.7756,3.657962724,0.737218475,106.8314143,0.806897672,0.7542,0.206428571,0.119999997,0,0,1207
11,2015,Euro Area,183.9163636,0.8899,499.7302861,0.8899,601.0509091,0.8899,3.68,0.863073404,106.8355929,0.806929233,0.9014,0.207857143,0.119999997,0,0,684
11,2016,Euro Area,183.9163636,0.8918,438.9990909,0.8918,641.53,0.8918,3.72,0.930232558,107.0966429,0.808900944,0.9039,0.208571429,0.090000004,0,0,687
11,2017,Euro Area,183.9163636,0.8445,408.1172727,0.8399,770.4463636,0.8399,3.88,0.955246692,108.5248643,0.8196883,0.8868,0.208571429,0.090000004,0,0,846.5
11,2018,Euro Area,#N/A,#N/A,361.9447267,0.8577,809.7824757,0.8577,3.95,0.816826629,110.0438571,0.831161253,0.8478,0.208571429,0.059999999,0,0,809.5
11,2019,Euro Area,#N/A,#N/A,360.5936364,0.9085,862.7578779,0.9085,4.05,0.872486149,111.2932929,0.840598241,0.8934,0.208571429,0.029999999,0,0,785.5
11,2020,Euro Area,#N/A,#N/A,386.3672727,0.8485,807.1162317,0.8485,4.12,0.899159286,111.59735,0.842894785,0.8768,0.208571429,0,0,0,915.125
12,2007,Hong Kong,1150,7.759142999,#N/A,#N/A,#N/A,#N/A,12,7.79845,93.1854,7.239480541,7.802,0,0,0,0,#N/A
12,2008,Hong Kong,1150,7.750083414,#N/A,#N/A,#N/A,#N/A,13.3,7.7974,97.1953,7.551005662,7.7861,0,0,0,0,#N/A
12,2009,Hong Kong,1150,7.750207352,#N/A,#N/A,#N/A,#N/A,13.3,7.7505,97.7585,7.594760107,7.7517,0,0,0,0,#N/A
12,2010,Hong Kong,1168,7.7592,3888,7.7649,#N/A,#N/A,14.8,7.75655,100,7.7689,7.7689,0,0,0,0,116
12,2011,Hong Kong,1228,7.7676,3888,7.7943,4688,7.7943,15.1,7.7918,105.3052,8.181055683,7.7844,0,0,0,0,155
12,2012,Hong Kong,998,7.7555,3888,7.7544,4688,7.7544,16.5,7.76735,109.5742,8.512710024,7.757,0,0,0,0,131
12,2013,Hong Kong,1188,7.756,3888,7.7543,5588,7.7543,17,7.7591,114.3276,8.881996916,7.7566,0,0,0,0,85
12,2014,Hong Kong,1188,7.7652,3088,7.7527,5588,7.7527,18,7.75785,119.385,9.274901265,7.7547,0,0,0,0,65
12,2015,Hong Kong,1188,7.7503,3888,7.7503,4688,7.7503,18.8,7.75135,122.9556,9.552297608,7.7526,0,0,0,0,56
12,2016,Hong Kong,1188,7.7566,3088,7.7566,4688,7.7566,19.2,7.75235,125.918,9.782443502,7.7625,0,0,0,0,55
12,2017,Hong Kong,1188,7.8102,2588,7.8138,5588,7.8138,19.2,7.75595,127.7991,9.92858428,7.7927,0,0,0,0,107.5
12,2018,Hong Kong,#N/A,#N/A,2588,7.8377,5988,7.8377,20.5,7.819,130.8741,10.16747795,7.8375,0,0,0,0,111.5
12,2019,Hong Kong,#N/A,#N/A,2588,7.8353,6499,7.8353,20,7.83435,134.6474,10.46062186,7.8349,0,0,0,0,116.5
12,2020,Hong Kong,#N/A,#N/A,2599,7.7502,5999,7.7502,20.5,7.77535,134.9854,10.48688074,7.756,0,0,0,0,119.875
13,2007,Hungary,45489.19946,178.7394871,#N/A,#N/A,#N/A,#N/A,590,194.4237,86.3002,179.5993462,183.57,0.2,0.12,#N/A,#N/A,#N/A
13,2008,Hungary,46179.00496,204.7577039,#N/A,#N/A,#N/A,#N/A,670,144.2578,91.5149,190.4516584,172.37,0.2,0.12,#N/A,#N/A,#N/A
13,2009,Hungary,51493.40662,203.8051398,#N/A,#N/A,#N/A,#N/A,720,199.1577,95.3693,198.4730502,201.79,0.25,0.12,0,#N/A,#N/A
13,2010,Hungary,44990,193.79,#N/A,215.36,#N/A,#N/A,720,186.6508,100,208.11,208.11,0.25,0.12,0,0,1817.80322
13,2011,Hungary,51990,225.89,140990,207.39,189990,207.39,760,188.0724,103.9299,216.2885149,201.13,0.25,0.12,0,0,895.1842576
13,2012,Hungary,45490,222.13,149990,220.4,189990,220.4,645,245.69425,109.8042,228.5135206,224.99,0.27,0.12,0,0,1374.783542
13,2013,Hungary,55990,219.9,149990,224.12,209890,224.12,830,217.46935,111.7073,232.474062,223.52,0.27,0.12,0,0,1101.452594
13,2014,Hungary,55990,246.07,165379.9602,242.97,185990,242.97,860,223.09705,111.4531,231.9450464,232.88,0.27,0.12,0,0,1179.692308
